lat,lng,town,address,phone
-33.7901127068004,151.081429446462,Eastwood Library,Corner Hillview Road & West Parade,02 9874 3875
-33.9275135038627,151.123800054397,Earlwood Library & Knowledge Centre,Corner Homer & William Streets,02 8789 9417
-37.0624198129157,149.905153178336,Eden Library,Corner Imlay & Mitchell Streets,02 6499 2451
-32.8196617135963,151.479110601707,Kurri Kurri Library,Corner Lang & Allworth Streets,02 4937 1638
-33.7179152182488,150.430162422301,Lawson Library,Corner Loftus Street & San Jose Avenue,02 4780 5903
-32.9403644619172,151.66071684295,Cardiff Library,Corner Main & Macquarie Roads,02 4921 0775
-33.2643723256048,151.542408184635,Toukley Library,Corner Main Road & Victoria Avenue,02 4350 1540
-33.678759263326,150.860876765839,Riverstone Library,Corner Market Street & Riverstone Parade,02 9627 3823
-27.493334,153.0900676,Carina Library,Corner Mayfield Road and Nyrang Street ,07 3407 1873
-33.8382387546543,150.989715464236,Merrylands Library,Corner Miller & Newman Streets,02 8757 9065
-33.933506739377,150.95314369975,Moorebank Library,Corner Nuwarra Road & Maddecks Avenue,02 8711 7250
-30.8206408578571,152.994474423423,Stuarts Point Library,Corner Ocean Avenue & Marine Parade,02 6569 0289
-24.399752,150.512465,Biloela Library,Corner of Grevillea and Melton Streets ,07 4992 7362
-23.7014389638395,133.882888698015,Alice Springs ,Corner of Leichardt Terrace and Gregory Terrace NT ,08 8950 0555 
-33.9642197640917,151.100874909108,Hurstville Library,Corner of Queens Road and Dora Street,02 9330 6111
-37.77191,144.961131,Brunswick,Corner of Sydney Road and Dawson Street  Brunswick  3056,9389 8600
-27.4520827,153.06286,Bulimba Library,Corner Oxford Street and Riding Road ,07 3407 8223
-32.5548970081317,148.942201468477,Wellington Library,Corner Percy & Maughan Streets,02 6840 1780
-34.4571998740524,150.842232431543,Unanderra Branch Library,Corner Princes Highway & Factory Road,02 4271 1217
-34.0438353494499,150.736695508797,Narellan Library,Corner Queen & Elyard Streets,02 4645 5039
-33.7374111928449,151.072073561948,Pennant Hills Library,Corner Ramsay & Yarrara Roads,02 9847 6100
-27.869458,153.304354,Upper Coomera Library,Corner Reserve and Abraham Roads ,07 5582 9300
-32.9626617879863,151.697019759637,Charlestown Library,Corner Smith & Ridley Streets,02 4921 0792
-33.9154696258007,151.167427556332,St Peters/Sydenham Library ,Corner Unwins Bridge Road & Swain Street,02 9335 2184
-33.5214042717618,151.320120687417,Umina Beach Library,Corner West & Bullion Streets,02 4304 7333
-37.807651,145.034488,Kew,Cotham Road and Civic Drive  Kew  3101,9278 4677
-35.414752,149.068624,Tuggeranong Library,"Cowlishaw Street, Greenway",
-36.6369,145.71793,Violet Town,Cowslip Street  Violet Town Public Library  3669,5798 1371
-38.0842,144.35571,Corio,Cox Road  Corio  3214,5275 2388
-38.14998,145.19696,Langwarrin,Cranbourne Road and Southgateway  Langwarrin Shop  3910,9775 5122
-27.718001,153.200725,Beenleigh Library,Crete Street ,07 3412 4136
-34.4586840848563,149.46852013453,Crookwell Library,"Crookwell Memorial Hall Complex, Denison Street",02 4832 1048
-34.0524647756625,151.152130882876,Cronulla Library,Croydon Street,02 9523 4980
-27.111768,151.62446,Quinalow Library,Daly Street ,07 4692 1263
-32.0328027968768,147.983218793123,Trangie Library,Dandaloo Street,02 6888 7501
-31.87608,115.77908,Karrinyup Public Library,Davenport Street,9205 7400
-37.09843,147.59469,Omeo,Day Avenue  Omeo  3898,5153 9500
-31.0565027167265,151.053802577366,Kootingal Library,Denman Avenue,02 6760 3994
-31.89624,115.8732,Dianella Public Library,"Dianella Plaza Shopping Centre, Waverley Street",9205 7740
-35.249387,149.139488,Dickson Library,"Dickson Shopping Centre, Dickson",
-41.252327,147.215048,Lilydale,"District School, 1947 Main Street, Lilydale",(03) 6395 1110
-32.27782,115.75187,Rockingham Central Library,Dixon Road,9360 7060
-26.659179,150.186346,Miles Library,Dogwood Crossing @ Miles ,07 4628 5330
-23.999604,151.211367,Calliope Library,Don Cameron Drive ,07 4975 8105
-33.8938988662384,151.165193571087,Stanmore Library,Douglas Street,02 9335 2183
-26.395637,151.245217,Durong Community Library,Durong Hall ,4168 0172
-21.160711,149.066566,Walkerston Library,Dutton Street ,07 4959 2545
-34.5545406717605,148.367047067897,Harden Library,East Street,02 6386 0150
-41.418497,147.175115,Ravenswood,"Eastside Village Shopping Centre, 2 Prossers Forest Rd, Ravenswood",(03) 6777 1440
-38.13318476,141.6295919,Heywood,Edgar Street  Heywood  3304,03-5527 1447
-26.6446,149.624785,Jackson Library,Edward Street ,07 4627 6386
-31.0802508182048,152.828286129099,Kempsey Shire Library,Elbow Street,02 6566 3210
-28.117183,153.467653,Palm Beach Library,Eleventh Avenue ,07 5581 7250
-34.5508098988897,150.373337244114,Moss Vale Library,Elizabeth Street,1300 266 235
-23.717392,149.672509,Duaringa Library,Elizabeth Street ,07 4925 6412
-29.8226,115.26754,Eneabba Public Library,Eneabba Drive,9955 1058
-33.4372747124529,151.39193300297,Erina Library,Erina Fair Shopping Centre,02 4304 7650
-27.5092189,153.0267135,Fairfield Libary,Fairfield Gardens Shopping Centre ,07 3403 8615
-33.95128,115.07132,Margaret River Public Library,Fearn Avenue,9780 5600
-36.2156770916778,150.123789083212,Narooma Library,Field Street,02 4476 1164
-14.4663102034247,132.264117413868,Katherine ,"First Floor - Randazzo Centre, Katherine Terrace, Katherine NT (opposite Oasis Shopping Centre) ",08 8971 1188 
-31.656,116.66838,Northam Public Library,Fitzgerald Street,9621 1600
-25.728076,152.580998,Tiaro Library,Forgan Terrace ,07 4129 2453
-33.55358,115.56306,Capel Public Library,Forrest Road,9727 0290
-32.93532,117.1764,Narrogin Regional Library,Fortune Street,9881 1751
-33.762120663034,150.931936940869,Lalor Park Library,Freeman Street,02 9624 5243
-12.0264682973062,135.562770854718,Galiwin'ku ,Galiwin’ku NT ,08 8970 5129 
-30.1100207595882,153.198810019444,Woolgoolga Library,Ganderton Street,02 6648 4902
-27.562695,153.079847,Garden City Library,Garden City Shopping Centre ,07 3403 7745
-32.7596215680789,151.590150744919,East Maitland Library,Garnett Road,02 4933 7122
-33.5650143556206,148.660454807793,Canowindra Library,Gaskill Street,02 6344 1796
-10.42157,105.6743,Christmas Island Public Library,"George Fam Centre, 2 Murray Road",9164 8300
-35.2553378706907,149.444811833484,Bungendore Library,Gibraltar Street,02 6238 0784
-37.534461,143.824763,Wendouree,Gillies Street,
-21.357266,148.115916,Glenden Library,Glenden Shopping Centre ,07 4846 3148
-26.54022,151.837626,Kingaroy Library,Glendon Street ,4189 9256
-38.28137,144.487042,Barwon Heads,Golf Links Road  Barwon Heads  3227,5254 2143
-33.2415291467564,151.505089702756,Lake Haven Library and Council Services,Goobarabah  Road,02 4350 1570
-22.97123,145.241581,Aramac Library,Gordon Street ,07 4651 3047
-12.4798379723301,130.983289175704,Palmerston ,"Goyder Square, on the Boulevard
Palmerston NT ",08 8935 9999 
-28.8664890505743,153.04632052296,Casino Library,Graham Place,02 6660 0250
-33.228,121.71266,Grass Patch Public Library,Grass Patch Primary School,9075 7042
-33.6333168256268,150.285223412205,BLACKHEATH LIBRARY,Great Western Highway,02 4780 5901
-33.7092039867359,150.3734992957,Wentworth Falls Library,Great Western Highway,02 4780 5902
-29.94719,114.97745,Green Head Public Library,Greenhead Road,9953 1255
-27.70922,114.16609,Kalbarri Public Library,Grey Street,9937 1097
-36.0501439379846,146.933427417262,Lavington Library,Griffith Road,02 6043 5645
-22.00052,148.046968,Moranbah Library,Grosvenor Complex ,07  4846 3534
-27.089619,152.376847,Toogoolawah Library,Gunyah Street ,07 5423 1551
-27.98714,119.29688,Sandstone Public Library,Hack Street,9963 5802
-26.12935,113.41803,Useless Loop Public Library,Hackett Square,9948 0261
-35.721245094714,150.192747240003,BATEMANS BAY COMMUNITY LIBRARY,Hanging Rock Place,02 4472 5850
-36.19856274,147.8973148,Corryong,Hansen Street  Corryong  3707,02 6076 1639
-35.221879,149.020044,Kippax Library,"Hardwick Crescent, Holt",
-12.463087425793,130.845586815621,Darwin City ,"Harry Chan Avenue, Darwin NT ",08 8930 0300 
-33.31314,117.74002,Dumbleyung Public Library,Harvey Street,9863 4012
-33.9301124214782,151.19346793506,Mascot Library,Hatfield Street,02 8338 0313
-34.505762099844,144.843832071987,HAY LIBRARY,Hay Library,204 Lachlan Street
-34.1931773144258,150.981857047944,HELENSBURGH LIBRARY,Helensburgh Branch Library,57 Walker Street
-35.5168182276262,147.033158326206,HENTY LIBRARY,Henty Library,30 Sladen Street
-38.26727,144.66077,Queenscliff,Hesse Street  Queenscliff  3225,5258 2017
-12.621981,141.877932,Hibberd Library,Hibberd Drive ,07 4030 9403
-28.854785,151.167326,Texas Library,High Steet ,(07) 4653 2600
-20.66304,116.70687,Dampier Public Library,High Street,9183 1562
-27.998589,152.681819,Boonah Library,High Street ,07 5463 3064
-38.29856,142.37141,Koroit,High Street  Koroit  3282,5565 8230
-36.055523,146.458832,Rutherglen,High Street  Rutherglen  3685,02 6032 8206
-37.782293,145.611898,Yarra Junction,Hoddle Street  Yarra Junction  3797,5967 1588
-12.11855,96.89786,Cocos Home Island Public Library,"Home Island Campus, Cocos Islands District High School",9162 7592
-36.123518,146.88975,Wodonga,Hovell Street  Wodonga  3689,02 6022 9117
-33.36416,115.62999,Withers Public Library,Hudson Road,9792 7244
-25.84481,148.565497,Injune Library,Hutton Street ,07 4626 0502
-30.4517101354023,152.898846687219,BELLINGEN LIBRARY,Hyde Street,02 6655 1744
-27.600167,152.973768,Inala Library,Inala Civic Centre ,07 3403 2205
-33.9487356358271,150.897242861041,Casula Library,Ingham Drive,02 8711 7240
-31.4631207978,151.127507323421,Nundle Library,Innes Street,02 6769 3109
-27.616609,152.759952,Ipswich Central Library,Ipswich Central Library ,07 3810 6815
-34.308625,142.186971,Red Cliffs,Jamieson Avenue  Red Cliffs  3496,5018 8366
-33.78384,115.98542,Balingup Public Library,Jayes Road,9764 1037
-31.89169,116.76761,York Public Library,Joaquina Street,9641 2233
-31.274248954797,149.277332088768,Coonabarabran Library,John Street,02 6842 1093
-38.076704,145.483651,Pakenham,John Street  Pakenham  3810,(03) 5941 2036
-32.66902,118.15599,Kulin Public Library,Johnson Street,9880 1242
-30.27554,116.66283,Dalwallinu Public Library,Johnston Street,9661 1805
-37.702514,144.970017,Fawkner,Jukes Road  Fawkner  3060,9355 4200
-24.831276,143.058999,Jundah Library,Jundah Information Centre ,4658 6930
-12.3983920892077,130.915118144746,Karama ,"Karama Shopping Centre, Karama NT ",08 8927 2505 
-27.5060516,152.9385841,Kenmore Library,Kenmore Village Shopping Centre ,07 3407 0258
-35.90622,144.30123,Leitchville,King Albert Ave  Leitchville  3567,5456 7031
-32.9149698571148,151.784619014993,Stockton Library,King Street,02 4920 1137
-27.91224,153.39854,Runaway Bay Library,Lae Drive ,07 5581 7220
-27.630138,152.395396,Laidley Library,Laidley Library and Customer Service Centre ,07 5462 0351
-18.3363177989226,130.639012294205,Lajamanu ,"Lajamanu Learning Centre, Lajamanu NT ",08 8975 0886 
-36.315947,145.045985,Kyabram,Lake Road,5852 3382
-36.73877,147.17444,Mt Beauty,Lakeside Avenue  Mt Beauty  3699,5754 4542
-27.584981,153.280402,Victoria Point Library,Lakeside Shopping Centre ,07 3884 4000
-35.580226928947,148.300985754217,Talbingo Library,Lampe Street,02 6949 5344
-20.41217,118.60159,South Hedland Public Library,Leake Street,9158 9373 
-27.717105,150.371128,Moonie Library,Leichhardt Highway ,07 4665 0189
-20.30181,118.63308,Port Hedland Public Library,"Len Tapin Memorial Centre, Dempster Street",9158 9378
-33.8777188649171,151.243833149274,Woollahra Library at Double Bay,"Level 1, 451 New South Head Road",02 9391 7100
-33.8740728108307,151.223540599569,Kings Cross Library,"Level 1, 50-52 Darlinghurst Road",02 9246 4530
-34.4861018152477,150.888392606759,Warrawong District Library,"Level 1, 67-71 King Street",02 4227 8133
-19.258722,146.817931,CityLibraries Flinders Street Library,"Level 1, Northtown ",07 4727 9666
-28.16736,153.537115,Coolangatta Library,"Level 1, The Strand ",07 5581 7240
-33.8888481832039,151.124249266837,Ashfield Library,"Level 3, 260 Liverpool Road",02 0392 5810
-27.605875,152.869477,Redbank Plaza Branch Library,"Level 3, Redbank Plaza Shopping Centre ",07 3810 6177
-27.4996106,152.9726438,Indooroopilly Library,"Level 4, Indooroopilly Shoppingtown ",07 3407 0009
-33.8153451450744,151.169726735912,Lane Cove Library,Library Walk,02 9911 3634
-33.7820945080051,151.048739533185,Carlingford Library,Lloyds Avenue,02 9806 5850
-27.569489,152.270057,Gatton Library,Lockyer Valley Cultural Centre ,07 5466 3434
-28.2595923279716,153.571271294685,Kingscliff Library,Lot 1 Turnock Street,02 6674 1607
-20.77408,117.14531,Roebourne Public Library,Lot 12 Sholl Street,9182 1223
-34.63248,116.12537,Northcliffe Public Library,Lot 178 Muirillup Road,9776 7168
-27.4232,117.89918,Cue Public Library,Lot 2 Austin Street,9963 8600
-33.53286,118.51133,Pingrup Public Library,Lot 2 Burston Street,9820 1101
-34.44478,116.03421,Pemberton Public Library,Lot 242 Brockman Street,9776 1311
-34.97725,116.73251,Walpole Public Library,Lot 44 Latham Avenue,9840 1108
-33.96577,118.48766,Ongerup Public Library,Lot 50 Eldridge Street,9828 2122
-31.49621,115.58865,Yanchep Public Library,"Lower Floor, Phil Renkin Recreation Centre, Lisford Avenue",9561 1110
-34.62292,117.6606,Mount Barker Public Library,Lowood Road,9851 2661
-36.25197,142.39235,Warracknabeal,Lyle Street  Warracknabeal  3393,03 5398 1270
-37.580484,144.73511,Sunbury,Macedon Street  Sunbury  3429,9744 2991
-27.246379,145.978475,Wyandra Library,Macks Street ,07 4654 0322
-29.68774,115.88602,Carnamah Public Library,MacPherson Street,9951 7000
-21.92908,114.12408,Exmouth Public Library,Maidstone Crescent,9949 1462
-34.16693,142.05818,Merbein,Main Avenue  Merbein  3505,5018 8361
-29.88089,116.02395,Coorow Public Library,Main Street,9952 0100
-26.59312,118.49594,Meekatharra Public Library,Main Street,9980 0600
-25.794675,146.586585,Augathella Library,Main Street ,07 4654 5244
-28.031465,147.477829,Bollon Library,Main Street ,07 4625 6071
-37.67568108,144.4364085,Bacchus Marsh,Main Street  Bacchus Marsh  3340,5367 2533
-38.65215,146.200795,Foster,Main Street  Foster  3960,5682 1735
-41.002593,147.394005,Bridport,"Main Street, Bridport",(03) 6778 8581
-15.77649,128.73486,Kununurra Public Library,Mangaloo Street,9169 1227
-36.252272,144.952943,Tongala,Mangan Street  Tongala  3621,5859 3607
-33.18547,118.08611,Kukerin Public Library,Manser Street,9864 6199
-22.812767,149.891606,Marlborough Library,Marlborough Historical Museum ,4913 3850
-34.3924,119.37888,Bremer Bay Public Library,Mary Street,9837 4171
-17.2707,145.583342,Yungaburra Library,Maud Kehoe Park ,07 4089 2252
-35.404184,149.09636,Erindale Library,"McBryde Crescent, Wanniassa",
-38.357336,144.904627,Rosebud,McDowell Street  Rosebud  3939,5950 1230
-27.928768,151.905416,Clifton Library,Meara Place ,07 4697 4223
-22.809682,148.699619,Middlemount Library,Middlemount Shopping Mall ,07 4985 7752
-21.271629,141.289308,McKinlay Library,Middleton Street ,07 4746 8848
-11.424220557169,130.674919656598,Milikapiti ,Milikapiti NT ,08 8978 3958 
-12.1035206787995,134.920574915612,Milingimibi ,"Milingimbi Community Education Centre, Gadapu Road, Milingimbi NT ",08 8987 9975 
-34.0960806236115,142.041977914396,Dareton Library,Millie Street,03 5027 4258
-35.090992686216,144.034684658914,Moulamein Library,Morago Street,03 5887 5024
-32.1634488849081,150.890377429888,Aberdeen Library,Moray Street,02 6540 1303
-27.648284,152.863941,Redbank Plains Library,Moreton Avenue ,07 3810 6887
-27.475615,152.976016,Mount Coot-tha Library,Mt Coot-tha Road ,07 3403 2550
-27.5480344,152.939348,Mount Ommaney Library,Mt Ommaney Centre ,07 3407 7010
-38.605147,145.589808,Wonthaggi,Murray Street,5672 1875
-34.1091137304156,141.917178912883,Wentworth Library,"Murray Street, adjoining the Council Chambers",03 5027 5060
-35.734558,143.914732,Kerang,Murray Valley Hwy and Shadforth Street  Kerang  3579,5452 1546
-27.188644,151.26941,Dalby Library,MyALL 107 ,07 4679 4474
-36.61662,143.25797,St Arnaud,Napier Street  St Arnaud  3473,03 5495 2188
-33.62092,115.10481,Dunsborough Public Library,"Naturaliste Community Centre, Dunsborough Lakes Drive",9756 7111
-28.06023,117.84917,Mount Magnet Public Library,Naughton Street,9963 4480
-38.00950182,145.9745687,Neerim South,Neerim East Road  Neerim South  3831,5628 1621
-33.08904,119.67479,Lake King Public Library,Newdegate-Ravensthorpe Road, 9874 4147 
-14.729496119119,134.731516509319,Ngukurr ,"Ngukurr Road, Ngukurr NT ",08 8975 4208 
-12.1872879307176,136.783589833632,Nhulunbuy ,"Nhulunbuy High School, Matthew Flinders Way, Nhulunbuy NT ",08 8987 0862 
-23.646215,149.33012,Dingo Library,Normanby Street ,07 4935 9237
-27.3862102,153.0326933,Chermside Library,North Regional Business Centre ,07 3403 7200
-42.301341,147.36994,Oatlands,"Oatlands District High School, 53 High St, Oatlands",(03) 6254 1222
-31.03802,116.04642,Mogumber Public Library,"Old School Building, Mogumber Yarrawindah Road",9651 9015
-27.715925,151.633022,Pittsworth Library,Olympia Arcade ,07 4693 1223
-37.875358,144.682032,Werribee Plaza,"Pacific Werribee Shopping Centre
Shop MM11, Level 1, Derrimut Road",9748 9333
-21.63919,116.32436,Pannawonica Public Library,Pannawonica Drive,9134 9501
-37.716198,145.14616,Eltham,Panther Place  Eltham  3095,9439 9266
-35.1037209818088,150.628268921377,Sanctuary Point Library,Paradise Beach Road,02 4406 2076
-33.28122,115.71647,Australind Public Library,Paris Road,9797 1430
-28.090704,153.452418,Burleigh Heads Library,Park Avenue ,07 5581 7230
-37.86382,145.28449,Boronia,Park Crescent  Boronia  3155,9762 4099
-35.4425939112426,149.799272388583,BRAIDWOOD LIBRARY,Park Lane,02 4842 2091
-33.6764956701449,151.30414578143,Mona Vale Library,Park Street,02 9970 1600
-33.32792,115.63695,Bunbury Public Library,Parkfield Street,9792 7190
-37.854452,145.181337,Vermont South,Pavey Place  Vermont South  3133,9887 9646
-23.086473,148.023434,Capella Library,Peak Downs Street ,07 4984 9650
-33.6902548866579,151.017874418051,Dural Library,Pellitt Lane,02 9761 4520
-20.74601,116.82412,Karratha Public Library,"Pilbara Institute campus, Lot 2598 Dampier Road",9186 8660
-13.8189935328119,131.833069069101,Pine Creek ,"Pine Creek Museum and Library, Railway Terrace, 
Pine Creek NT ",08 8976 1287 
-30.3385410204918,152.711764422006,Dorrigo Library,Pine Street,02 6657 2234
-35.263353,141.183245,Murrayville,"Pioneer Park, Grey Street",
-35.5209485610377,148.147338434434,BATLOW LIBRARY,Pioneer Street,02 6941 2446
-11.403779907813,130.417488166485,Pirlangimpi ,Pirlangimpi NT ,08 8970 9600 
-24.462502,148.623315,Rolleston Library,Planet Street ,07 4984 3199
-27.426033,153.521029,Point Lookout Library,Point Lookout Community Hall ,07 3409 8036
-32.80235,116.47421,Boddington Public Library,Pollard Street,9883 4015
-16.485202,145.464226,Port Douglas Library,Port Douglas Community Hall ,07 4099 9497
-34.0103693076179,151.104523231581,Sylvania Library,Port Hacking Road,02 9522 7544
-32.00991,117.40132,Quairading Public Library,"Post Office Building, 1 Jennaberring Road",9645 1133
-27.40071223,153.0583333,Nundah Library,Primrose Lane ,07 3407 8701
-35.7785832812617,148.010459145,Tumbarumba Library,Prince Street,02 6948 2725
-35.3158498793665,150.435048714864,Milton Library,Princes Highway,02 4429 8916
-34.4370475204366,148.718472410587,BOOROWA LIBRARY,Pudman Street,02 6380 2031
-34.4497990236603,150.446319305406,Mittagong Library,Queen Street,1300 266 235
-24.947309,150.075603,Theodore Library,Queensland Government Buildings ,07 4993 1229
-23.810221,150.978386,Mount Larcom Library,Raglan Street ,07 4975 1205
-31.18396,118.10081,Nungarin Public Library,Railway Avenue,9046 5006
-29.53619,115.76502,Three Springs Public Library,Railway Road,9954 1001
-31.1146,117.79394,Trayning Public Library,Railway Street,9683 1001
-28.586039,148.226949,Dirranbandi Library,Railway Street ,(07) 4625 8411
-33.8528830738855,150.98612564185,Guildford Library,Railway Terrace,02 8757 9063
-31.18022,117.38004,Wyalkatchem Public Library,Railway Terrace,9681 1500
-25.905662,153.090044,Rainbow Beach Library,Rainbow Beach Community Hall ,07 5486 3705
-16.926743,145.74096,Manunda Library,Raintrees ,07 4044 3779
-12.328439018591,134.927561555509,Ramingining ,"Ramingining Library and Media Centre, Ramingining NT ",08 8979 7906 
-22.8481245,150.6512932,Byfield Library,Raspberry Creek Homestead ,07 4935 1500
-37.978239,145.259917,Endeavour Hills,Raymond McMahon Blvd  Endeavour Hills  3802,(03) 9700 7177
-24.571938,149.974902,Moura Library,Recreation Reserve ,07 4997 3197
-26.446791,147.543812,Mungallala Library,Redford Street ,07 4623 6178
-37.90894,145.35256,Belgrave,Reynolds Lane  Belgrave  3160,9754 7266
-38.40097,146.15539,Mirboo North,Ridgway  Mirboo North  3871,5668 1528
-30.2962675903393,153.119045667876,Coffs Harbour City Library,"Rigby House, Corner Coff & Duke Streets",02 6648 4900
-33.8153038479054,151.053439276207,Ermington Library,River Road,02 9806 5869
-37.879869,145.081617,Phoenix Park (Malvern East),Rob Roy Road  Phoenix Park  3148,8290 4000
-30.75328,121.47879,Kalgoorlie-Boulder Public Library,Roberts Street,9021 7112
-28.077594,153.385207,Robina Library,Robina Town Centre Drive ,07 5581 1600
-26.572964,148.788341,Roma Library,Roma Community Arts Centre ,4624 0301
-14.924990250722,133.068956684379,Mataranka ,"Roper Terrace, Mataranka NT ",08 8975 4576 
-41.77968,145.541446,Rosebery,"Rosebery District High, Morrisby Street, Rosebery",(03) 6473 1426
-38.17239,144.32247,Highton,Roslyn Road  Highton  3216,5243 4864
-37.707325,148.456037,Orbost,Ruskin Street  Orbost  3888,5153 9500
-34.573693863923,150.773030176438,Albion Park,Russell Street,02 4256 2001
-38.386999,142.236343,Port Fairy,Sackville Street  Port Fairy  3284,5568 2248
-27.325079,149.881717,Meandarra Library,Sara Street ,07 4665 6147
-31.89466,115.77464,Scarborough Public Library,"Scarborough Civic Centre, 173 Gildercliffe Street",9205 7420
-20.705489,140.507012,Cloncurry Bob McDonald Library,Scarr Street ,07 4742 1588
-43.317713,147.245706,Bruny Online,"School Road, Alonnah, Bruny Island, Tasmania 7150",(03) 6293 2036
-26.59531,120.22709,Wiluna Public Library,Scotia Street,9981 8000
-37.213421,145.421917,Yea,Semi-circle  Yea  3717,5797 2209
-27.320605,153.070492,Sandgate Library,Seymour Street ,07 3667 6022
-22.587905,148.351452,Dysart Library,Shannon Crescent ,07 4958 1766
-41.382218,146.328052,Sheffield,"Sheffield District High, 12 Henry Street, Sheffield",(03) 6491 1533
-17.148292,145.112231,Dimbulah Library,Shire Hall ,4086 4622
-17.740674,139.546762,Burketown Library,Shire Office ,07 4745 5100
-27.99632,143.824063,Thargomindah Library,Shire Office ,07 4621 8000
-16.944545,145.740037,Earlville Library,Shop 128 Stockland ,07 4044 3766
-33.9194949902478,150.883501904366,Miller Library,Shop 18A 90 Cartwright Avenue,02 8711 7200
-37.842766,145.267125,Bayswater,"Shop 26, Mountain High Shopping Centre, High St",1300 737 277
-35.315484,149.140739,Kingston Library,"Shop 4, 52 Giles Street, Kingston",
-28.62596,122.40408,Laverton Public Library,"Shop 4, Laver Place",9031 1800
-37.934082,145.038011,Moorabbin,Shop 5  Taylor St  Moorabbin  3189,1300 135 668
-33.39917,115.62486,Dalyellup Public Library,Shop 5/135 Norton Promenade,9795 7815
-37.055611,142.783164,Stawell,Sloane Street  Stawell  3380,03 5358 1274
-36.55624,146.72792,Myrtleford,Standish Street and Odonnell Avenue  Myrtleford  3737,5752 2038
-33.65096,115.34761,Busselton Public Library,Stanley Street,9754 1588
-29.4575611850677,153.197854979143,Maclean Library,Stanley Street,02 6645 3611
-33.95821,116.14543,Bridgetown Public Library,Steere Street,9761 2503
-25.318076,152.56281,Howard Library,Steley Street ,07 4129 4144
-26.613201,149.382648,Yuleba Library,Stephenson Street ,07 4629 9001
-42.153411,145.320362,Strahan,"Strahan Primary School, 2 Bay Street, Strahan",(03) 6471 7261
-28.621812301492,153.002772272196,Kyogle Library,Stratheden Street,02 6632 1134
-34.95931,117.36545,Denmark Public Library,Strickland Street,9848 3006
-37.919743,145.237253,Rowville,Stud Rd  Rowville  3178,9294 1300
-33.7959183360026,151.043370028746,Dundas Valley Library,Sturt Street,02 9806 5960
-27.610537,153.0549,Sunnybank Hills Library,Sunnybank Hills Shopping Centre ,07 3407 0571
-32.34543,115.7586,Warnbro Community Library,Swallowtail Parade,9528 8577
-20.68005,117.14455,Wickham Public Library,Tamarind Place,9187 1661
-34.04506,117.64187,Tambellup Public Library,"Tambellup Community Resource Centre, 32-34 Norrish Street",9825 1177
-12.5813155669245,131.101866184348,Taminmin ,"Taminmin College, Challoner Circuit, Humpty Doo NT ",08 8988 1200 
-43.097723,147.744419,Tasman,"Tasman District High, 4 Nubeena Back Road, Nubeena",(03) 6250 1017
-32.7777245227089,151.640259813513,Thornton Library,Taylor Avenue,02 4964 4468
-37.689205,144.890633,Gladstone Park,Taylor Drive  Gladstone Park  3043,9338 8529
-27.532211,151.191798,Cecil Plains Library,Taylor Street ,07 4668 0250
-23.650854,146.641039,Alpha Library,Tennyson St ,07 4985 1330
-18.290788,143.548648,Georgetown Library,TerrEstrial ,07 4062 1485
-32.84275,115.92336,Waroona Public Library,Thatcher Street,9733 7822
-32.07075,116.00188,Gosnells Public Library,"The Agonis, 2232D Albany Highway",9391 6000
-33.6215904872302,151.150266231874,BEROWRA BRANCH LIBRARY,The Gully Road,02 9847 6140
-17.15396049,144.5233783,Chillagoe Library,The Hub ,4086 4622
-28.135469,153.469208,Elanora Library,The Pines Shopping Centre ,07 5581 1671
-31.93084,115.89531,Maylands Public Library,"The Rise, 28 Eighth Avenue",9208 2450
-26.840695,151.98062,Yarraman Library,Toomey Street ,07 4163 8348
-18.19703,125.56724,Fitzroy Crossing Public Library,"Tourist Bureau, Flynn Drive",9191 5355
-36.22052285,147.1717583,Tallangatta,Towong Street  Tallangatta  3700,6071 2955
-33.31048,117.33915,Wagin Public Library,Trent Street,9861 1247
-17.89585,146.091217,Wongaling Beach Library,Tully-Mission Beach Drive ,1300 366 616
-35.306549275395,148.060777835465,Adelong Library,Tumut Street,02 6941 2442
-37.742988,145.067225,Rosanna,Turnham Avenue  Rosanna  3084,9459 6171
-13.8569874154073,136.812785427127,Umbakumba ,Umbakumba NT ,08 8987 6723 
-33.94793,120.12662,Hopetoun Public Library,Unit 2 / 46 Veal Street,9838 3062
-29.19034,115.44236,Mingenew Public Library,Victoria Street,9928 1102
-32.10923,116.9248,Beverley Public Library,Vincent Street,9646 1200
-31.01935,115.33276,Lancelin Public Library,Vins Way,9655 2725
-35.9136379353457,150.079600543856,Moruya Library,Vulcan Street,02 4474 1333
-14.2409501380638,129.520553353531,Wadeye ,Wadeye NT ,08 8978 1202 
-17.48527,140.842185,Karumba Library,Walker Street ,07 4747 7522
-26.585444,149.186015,Wallumbilla Library,Wallumbilla Cultural Hub ,07 4623 4111
-37.948849,145.00256,Sandringham,Waltham Street  Sandringham  3191,9533 1894
-38.485113,142.975824,Timboon,Wark Street,5598 3394
-26.415336,147.112513,Morven Library,Warrego Highway ,07 4654 8300
-31.7123389233051,148.666514539069,Gilgandra Library,Warren Road,02 6817 8877
-34.6380728980485,143.560731536922,Balranald Library,We Street,03 5020 1388
-37.41242,144.97809,Wallan,Wellington Square  Wallan  3756,5783 3555
-34.5780776894675,150.868236758183,Shellharbour Village Library,Wentworth Street,02 4295 1178
